date,Close,High,Low,Open
2026-08-28 14:42:00+00:00,26.315,26.33,26.305,26.325
2026-08-28 14:43:00+00:00,26.305,26.315,26.305,26.315
2026-08-28 14:44:00+00:00,26.325,26.325,26.305,26.305
2026-08-28 14:45:00+00:00,26.315,26.33,26.315,26.325
2026-08-28 14:46:00+00:00,26.295,26.315,26.285,26.315
2026-08-28 14:47:00+00:00,26.305,26.31,26.295,26.295
2026-08-28 14:48:00+00:00,26.295,26.31,26.29,26.305
2026-08-28 14:49:00+00:00,26.305,26.305,26.295,26.295
2026-08-28 14:50:00+00:00,26.325,26.325,26.295,26.305
2026-08-28 14:51:00+00:00,26.325,26.33,26.325,26.325
2026-08-28 14:52:00+00:00,26.335,26.335,26.325,26.325
2026-08-28 14:53:00+00:00,26.325,26.335,26.32,26.335
2026-08-28 14:54:00+00:00,26.325,26.33,26.315,26.325
2026-08-28 14:55:00+00:00,26.36,26.36,26.325,26.325
2026-08-28 14:56:00+00:00,26.365,26.365,26.355,26.36
2026-08-28 14:57:00+00:00,26.375,26.38,26.365,26.365
2026-08-28 14:58:00+00:00,26.375,26.375,26.37,26.375
2026-08-28 14:59:00+00:00,26.375,26.375,26.365,26.375
2026-08-28 15:00:00+00:00,26.385,26.395,26.375,26.375
2026-08-28 15:01:00+00:00,26.365,26.39,26.365,26.385
2026-08-28 15:02:00+00:00,26.365,26.37,26.365,26.365
2026-08-28 15:03:00+00:00,26.355,26.365,26.35,26.365
2026-08-28 15:04:00+00:00,26.345,26.36,26.345,26.355
2026-08-28 15:05:00+00:00,26.345,26.355,26.34,26.345
2026-08-28 15:06:00+00:00,26.335,26.345,26.335,26.345
2026-08-28 15:07:00+00:00,26.345,26.35,26.335,26.335
2026-08-28 15:08:00+00:00,26.355,26.36,26.345,26.345
2026-08-28 15:09:00+00:00,26.365,26.365,26.355,26.355
2026-08-28 15:10:00+00:00,26.375,26.375,26.365,26.365
2026-08-28 15:11:00+00:00,26.375,26.375,26.365,26.375
2026-08-28 15:12:00+00:00,26.355,26.38,26.35,26.38
2026-08-28 15:13:00+00:00,26.335,26.355,26.335,26.355
2026-08-28 15:14:00+00:00,26.335,26.335,26.33,26.335
2026-08-28 15:15:00+00:00,26.325,26.335,26.325,26.335
2026-08-28 15:16:00+00:00,26.325,26.33,26.325,26.325
2026-08-28 15:17:00+00:00,26.335,26.335,26.32,26.325
2026-08-28 15:18:00+00:00,26.315,26.335,26.315,26.335
2026-08-28 15:19:00+00:00,26.315,26.32,26.315,26.315
2026-08-28 15:20:00+00:00,26.335,26.335,26.315,26.315
2026-08-28 15:21:00+00:00,26.325,26.335,26.325,26.335
2026-08-28 15:22:00+00:00,26.325,26.33,26.325,26.325
2026-08-28 15:23:00+00:00,26.335,26.335,26.325,26.325
2026-08-28 15:24:00+00:00,26.335,26.34,26.33,26.335
2026-08-28 15:25:00+00:00,26.355,26.355,26.335,26.335
2026-08-28 15:26:00+00:00,26.355,26.36,26.355,26.355
2026-08-28 15:27:00+00:00,26.355,26.36,26.35,26.355
2026-08-28 15:28:00+00:00,26.345,26.355,26.34,26.355
2026-08-28 15:29:00+00:00,26.365,26.37,26.34,26.345
2026-08-28 15:30:00+00:00,26.365,26.37,26.36,26.365
2026-08-28 15:31:00+00:00,26.37,26.38,26.365,26.365
2026-08-28 15:32:00+00:00,26.375,26.38,26.365,26.37
2026-08-28 15:33:00+00:00,26.385,26.385,26.37,26.375
2026-08-28 15:34:00+00:00,26.385,26.385,26.385,26.385
2026-08-28 15:35:00+00:00,26.385,26.385,26.375,26.385
2026-08-28 15:36:00+00:00,26.375,26.39,26.375,26.385
2026-08-28 15:37:00+00:00,26.365,26.375,26.365,26.375
2026-08-28 15:38:00+00:00,26.365,26.375,26.365,26.365
2026-08-28 15:39:00+00:00,26.365,26.375,26.365,26.365
2026-08-28 15:40:00+00:00,26.355,26.37,26.35,26.365
2026-08-28 15:41:00+00:00,26.355,26.355,26.34,26.355
2026-08-28 15:42:00+00:00,26.355,26.36,26.35,26.355
2026-08-28 15:43:00+00:00,26.355,26.36,26.345,26.355
2026-08-28 15:44:00+00:00,26.355,26.355,26.345,26.355
2026-08-28 15:45:00+00:00,26.345,26.36,26.34,26.355
2026-08-28 15:46:00+00:00,26.345,26.35,26.34,26.345
2026-08-28 15:47:00+00:00,26.355,26.36,26.345,26.345
2026-08-28 15:48:00+00:00,26.345,26.36,26.345,26.355
2026-08-28 15:49:00+00:00,26.325,26.345,26.32,26.345
2026-08-28 15:50:00+00:00,26.335,26.335,26.325,26.325
2026-08-28 15:51:00+00:00,26.335,26.345,26.335,26.335
2026-08-28 15:52:00+00:00,26.335,26.335,26.33,26.335
2026-08-28 15:53:00+00:00,26.325,26.335,26.325,26.335
2026-08-28 15:54:00+00:00,26.325,26.33,26.305,26.325
2026-08-28 15:55:00+00:00,26.305,26.33,26.305,26.325
2026-08-28 15:56:00+00:00,26.285,26.305,26.285,26.305
2026-08-28 15:57:00+00:00,26.285,26.285,26.27,26.285
2026-08-28 15:58:00+00:00,26.285,26.285,26.275,26.285
2026-08-28 15:59:00+00:00,26.275,26.285,26.275,26.285
2026-08-28 16:00:00+00:00,26.295,26.295,26.275,26.275
2026-08-28 16:01:00+00:00,26.285,26.295,26.275,26.295
2026-08-28 16:02:00+00:00,26.295,26.295,26.285,26.285
2026-08-28 16:03:00+00:00,26.295,26.305,26.295,26.295
2026-08-28 16:04:00+00:00,26.285,26.295,26.28,26.295
2026-08-28 16:05:00+00:00,26.295,26.3,26.275,26.285
2026-08-28 16:06:00+00:00,26.295,26.305,26.295,26.295
2026-08-28 16:07:00+00:00,26.305,26.305,26.295,26.295
2026-08-28 16:08:00+00:00,26.315,26.315,26.305,26.305
2026-08-28 16:09:00+00:00,26.315,26.32,26.315,26.315
2026-08-28 16:10:00+00:00,26.325,26.325,26.31,26.315
2026-08-28 16:11:00+00:00,26.315,26.325,26.31,26.325
2026-08-28 16:12:00+00:00,26.31,26.315,26.305,26.315
2026-08-28 16:13:00+00:00,26.305,26.31,26.3,26.31
2026-08-28 16:14:00+00:00,26.305,26.305,26.3,26.305
2026-08-28 16:15:00+00:00,26.305,26.31,26.3,26.305
2026-08-28 16:16:00+00:00,26.305,26.305,26.3,26.305
2026-08-28 16:17:00+00:00,26.305,26.31,26.305,26.305
2026-08-28 16:18:00+00:00,26.285,26.31,26.285,26.305
2026-08-28 16:19:00+00:00,26.285,26.295,26.28,26.285
2026-08-28 16:20:00+00:00,26.275,26.285,26.27,26.285
2026-08-28 16:21:00+00:00,26.275,26.275,26.265,26.275
2026-08-28 16:22:00+00:00,26.26,26.275,26.25,26.275
2026-08-28 16:23:00+00:00,26.245,26.26,26.245,26.26
2026-08-28 16:24:00+00:00,26.235,26.245,26.235,26.245
2026-08-28 16:25:00+00:00,26.245,26.245,26.23,26.235
2026-08-28 16:26:00+00:00,26.245,26.255,26.24,26.245
2026-08-28 16:27:00+00:00,26.265,26.265,26.245,26.245
2026-08-28 16:28:00+00:00,26.255,26.265,26.255,26.265
2026-08-28 16:29:00+00:00,26.265,26.265,26.255,26.255
2026-08-28 16:30:00+00:00,26.285,26.285,26.265,26.265
2026-08-28 16:31:00+00:00,26.285,26.29,26.28,26.285
2026-08-28 16:32:00+00:00,26.305,26.305,26.28,26.285
2026-08-28 16:33:00+00:00,26.285,26.31,26.285,26.305
2026-08-28 16:34:00+00:00,26.275,26.285,26.27,26.285
2026-08-28 16:35:00+00:00,26.285,26.29,26.275,26.275
2026-08-28 16:36:00+00:00,26.295,26.295,26.285,26.285
2026-08-28 16:37:00+00:00,26.295,26.295,26.29,26.295
2026-08-28 16:38:00+00:00,26.295,26.3,26.29,26.295
2026-08-28 16:39:00+00:00,26.295,26.3,26.285,26.295
2026-08-28 16:40:00+00:00,26.285,26.295,26.28,26.295
2026-08-28 16:41:00+00:00,26.265,26.285,26.265,26.285
2026-08-28 16:42:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 16:43:00+00:00,26.265,26.275,26.265,26.275
2026-08-28 16:44:00+00:00,26.255,26.265,26.25,26.265
2026-08-28 16:45:00+00:00,26.275,26.275,26.255,26.255
2026-08-28 16:46:00+00:00,26.285,26.285,26.275,26.275
2026-08-28 16:47:00+00:00,26.275,26.285,26.27,26.285
2026-08-28 16:48:00+00:00,26.285,26.285,26.275,26.275
2026-08-28 16:49:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 16:50:00+00:00,26.275,26.29,26.275,26.285
2026-08-28 16:51:00+00:00,26.285,26.285,26.275,26.275
2026-08-28 16:52:00+00:00,26.285,26.29,26.28,26.285
2026-08-28 16:53:00+00:00,26.275,26.285,26.275,26.285
2026-08-28 16:54:00+00:00,26.265,26.275,26.265,26.275
2026-08-28 16:55:00+00:00,26.265,26.275,26.265,26.265
2026-08-28 16:56:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 16:57:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 16:58:00+00:00,26.265,26.27,26.26,26.265
2026-08-28 16:59:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 17:00:00+00:00,26.245,26.265,26.245,26.265
2026-08-28 17:01:00+00:00,26.245,26.25,26.245,26.25
2026-08-28 17:02:00+00:00,26.255,26.255,26.245,26.245
2026-08-28 17:03:00+00:00,26.255,26.26,26.255,26.255
2026-08-28 17:04:00+00:00,26.255,26.26,26.25,26.255
2026-08-28 17:05:00+00:00,26.255,26.255,26.245,26.255
2026-08-28 17:06:00+00:00,26.255,26.26,26.245,26.255
2026-08-28 17:07:00+00:00,26.255,26.255,26.25,26.255
2026-08-28 17:08:00+00:00,26.255,26.255,26.25,26.25
2026-08-28 17:09:00+00:00,26.245,26.26,26.245,26.255
2026-08-28 17:10:00+00:00,26.235,26.245,26.235,26.245
2026-08-28 17:11:00+00:00,26.235,26.235,26.225,26.235
2026-08-28 17:12:00+00:00,26.235,26.24,26.235,26.235
2026-08-28 17:13:00+00:00,26.235,26.24,26.235,26.235
2026-08-28 17:14:00+00:00,26.255,26.255,26.235,26.235
2026-08-28 17:15:00+00:00,26.245,26.255,26.245,26.255
2026-08-28 17:16:00+00:00,26.245,26.245,26.24,26.245
2026-08-28 17:17:00+00:00,26.26,26.26,26.245,26.245
2026-08-28 17:18:00+00:00,26.255,26.26,26.255,26.26
2026-08-28 17:19:00+00:00,26.255,26.26,26.255,26.255
2026-08-28 17:20:00+00:00,26.26,26.265,26.255,26.255
2026-08-28 17:21:00+00:00,26.255,26.255,26.255,26.255
2026-08-28 17:22:00+00:00,26.255,26.26,26.25,26.25
2026-08-28 17:23:00+00:00,26.265,26.265,26.25,26.25
2026-08-28 17:24:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 17:25:00+00:00,26.27,26.275,26.265,26.27
2026-08-28 17:26:00+00:00,26.275,26.28,26.265,26.27
2026-08-28 17:27:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 17:28:00+00:00,26.28,26.28,26.275,26.275
2026-08-28 17:29:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 17:30:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 17:31:00+00:00,26.275,26.28,26.27,26.27
2026-08-28 17:32:00+00:00,26.28,26.28,26.275,26.275
2026-08-28 17:33:00+00:00,26.285,26.29,26.28,26.28
2026-08-28 17:34:00+00:00,26.295,26.3,26.285,26.285
2026-08-28 17:35:00+00:00,26.295,26.295,26.295,26.295
2026-08-28 17:36:00+00:00,26.285,26.3,26.285,26.295
2026-08-28 17:37:00+00:00,26.285,26.29,26.285,26.285
2026-08-28 17:38:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 17:39:00+00:00,26.275,26.29,26.27,26.285
2026-08-28 17:40:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 17:41:00+00:00,26.275,26.275,26.275,26.275
2026-08-28 17:42:00+00:00,26.28,26.28,26.275,26.275
2026-08-28 17:43:00+00:00,26.285,26.285,26.28,26.28
2026-08-28 17:44:00+00:00,26.285,26.285,26.285,26.285
2026-08-28 17:45:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 17:46:00+00:00,26.295,26.295,26.28,26.285
2026-08-28 17:47:00+00:00,26.285,26.295,26.285,26.29
2026-08-28 17:48:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 17:49:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 17:50:00+00:00,26.28,26.285,26.275,26.285
2026-08-28 17:51:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 17:52:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 17:53:00+00:00,26.275,26.275,26.275,26.275
2026-08-28 17:54:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 17:55:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 17:56:00+00:00,26.265,26.275,26.265,26.275
2026-08-28 17:57:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 17:58:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 17:59:00+00:00,26.265,26.265,26.265,26.265
2026-08-28 18:00:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 18:01:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 18:02:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 18:03:00+00:00,26.265,26.275,26.265,26.275
2026-08-28 18:04:00+00:00,26.265,26.265,26.265,26.265
2026-08-28 18:05:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 18:06:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:07:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:08:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:09:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:10:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:11:00+00:00,26.28,26.28,26.275,26.275
2026-08-28 18:12:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:13:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:14:00+00:00,26.265,26.275,26.26,26.275
2026-08-28 18:15:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 18:16:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 18:17:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 18:18:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 18:19:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:20:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:21:00+00:00,26.275,26.28,26.27,26.275
2026-08-28 18:22:00+00:00,26.275,26.275,26.275,26.275
2026-08-28 18:23:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:24:00+00:00,26.275,26.275,26.27,26.27
2026-08-28 18:25:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:26:00+00:00,26.285,26.285,26.275,26.275
2026-08-28 18:27:00+00:00,26.275,26.29,26.27,26.285
2026-08-28 18:28:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:29:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:30:00+00:00,26.275,26.275,26.27,26.27
2026-08-28 18:31:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:32:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:33:00+00:00,26.265,26.275,26.26,26.275
2026-08-28 18:34:00+00:00,26.275,26.28,26.265,26.265
2026-08-28 18:35:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 18:36:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:37:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:38:00+00:00,26.275,26.275,26.27,26.275
2026-08-28 18:39:00+00:00,26.265,26.28,26.265,26.275
2026-08-28 18:40:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 18:41:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 18:42:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 18:43:00+00:00,26.265,26.265,26.265,26.265
2026-08-28 18:44:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 18:45:00+00:00,26.275,26.275,26.275,26.275
2026-08-28 18:46:00+00:00,26.265,26.275,26.265,26.27
2026-08-28 18:47:00+00:00,26.265,26.265,26.265,26.265
2026-08-28 18:48:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 18:49:00+00:00,26.255,26.265,26.255,26.265
2026-08-28 18:50:00+00:00,26.245,26.255,26.245,26.255
2026-08-28 18:51:00+00:00,26.255,26.255,26.245,26.245
2026-08-28 18:52:00+00:00,26.255,26.255,26.25,26.255
2026-08-28 18:53:00+00:00,26.245,26.255,26.24,26.255
2026-08-28 18:54:00+00:00,26.245,26.25,26.245,26.245
2026-08-28 18:55:00+00:00,26.245,26.25,26.24,26.245
2026-08-28 18:56:00+00:00,26.245,26.25,26.24,26.245
2026-08-28 18:57:00+00:00,26.245,26.245,26.24,26.245
2026-08-28 18:58:00+00:00,26.245,26.25,26.245,26.245
2026-08-28 18:59:00+00:00,26.245,26.245,26.245,26.245
2026-08-28 19:00:00+00:00,26.255,26.255,26.245,26.245
2026-08-28 19:01:00+00:00,26.265,26.265,26.255,26.255
2026-08-28 19:02:00+00:00,26.255,26.265,26.255,26.265
2026-08-28 19:03:00+00:00,26.255,26.26,26.25,26.255
2026-08-28 19:04:00+00:00,26.255,26.26,26.255,26.255
2026-08-28 19:05:00+00:00,26.265,26.265,26.255,26.255
2026-08-28 19:06:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 19:07:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 19:08:00+00:00,26.265,26.265,26.265,26.265
2026-08-28 19:09:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 19:10:00+00:00,26.275,26.275,26.275,26.275
2026-08-28 19:11:00+00:00,26.265,26.275,26.265,26.275
2026-08-28 19:12:00+00:00,26.265,26.27,26.26,26.265
2026-08-28 19:13:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 19:14:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 19:15:00+00:00,26.265,26.265,26.26,26.265
2026-08-28 19:16:00+00:00,26.265,26.27,26.265,26.265
2026-08-28 19:17:00+00:00,26.27,26.27,26.265,26.265
2026-08-28 19:18:00+00:00,26.275,26.275,26.265,26.265
2026-08-28 19:19:00+00:00,26.275,26.28,26.27,26.275
2026-08-28 19:20:00+00:00,26.275,26.28,26.275,26.275
2026-08-28 19:21:00+00:00,26.285,26.285,26.275,26.275
2026-08-28 19:22:00+00:00,26.285,26.285,26.285,26.285
2026-08-28 19:23:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 19:24:00+00:00,26.275,26.285,26.275,26.285
2026-08-28 19:25:00+00:00,26.285,26.285,26.275,26.28
2026-08-28 19:26:00+00:00,26.285,26.29,26.285,26.285
2026-08-28 19:27:00+00:00,26.285,26.285,26.28,26.285
2026-08-28 19:28:00+00:00,26.285,26.29,26.285,26.29
2026-08-28 19:29:00+00:00,26.285,26.29,26.285,26.285
2026-08-28 19:30:00+00:00,26.285,26.29,26.285,26.285
2026-08-28 19:31:00+00:00,26.29,26.29,26.285,26.285
2026-08-28 19:32:00+00:00,26.295,26.295,26.285,26.285
2026-08-28 19:33:00+00:00,26.295,26.3,26.295,26.295
2026-08-28 19:34:00+00:00,26.3,26.3,26.295,26.295
2026-08-28 19:35:00+00:00,26.305,26.305,26.3,26.3
2026-08-28 19:36:00+00:00,26.295,26.305,26.295,26.305
2026-08-28 19:37:00+00:00,26.305,26.305,26.295,26.295
2026-08-28 19:38:00+00:00,26.305,26.305,26.305,26.305
2026-08-28 19:39:00+00:00,26.315,26.315,26.305,26.305
2026-08-28 19:40:00+00:00,26.305,26.315,26.305,26.315
2026-08-28 19:41:00+00:00,26.305,26.305,26.305,26.305
2026-08-28 19:42:00+00:00,26.305,26.31,26.3,26.305
2026-08-28 19:43:00+00:00,26.305,26.305,26.305,26.305
2026-08-28 19:44:00+00:00,26.315,26.315,26.305,26.305
2026-08-28 19:45:00+00:00,26.315,26.315,26.305,26.315
2026-08-28 19:46:00+00:00,26.315,26.315,26.31,26.315
2026-08-28 19:47:00+00:00,26.305,26.315,26.305,26.315
2026-08-28 19:48:00+00:00,26.295,26.305,26.29,26.305
2026-08-28 19:49:00+00:00,26.295,26.3,26.295,26.295
2026-08-28 19:50:00+00:00,26.305,26.31,26.295,26.295
2026-08-28 19:51:00+00:00,26.305,26.305,26.295,26.305
2026-08-28 19:52:00+00:00,26.295,26.305,26.29,26.305
2026-08-28 19:53:00+00:00,26.285,26.295,26.28,26.29
2026-08-28 19:54:00+00:00,26.295,26.295,26.285,26.285
2026-08-28 19:55:00+00:00,26.285,26.295,26.28,26.295
2026-08-28 19:56:00+00:00,26.295,26.295,26.285,26.285
2026-08-28 19:57:00+00:00,26.315,26.315,26.29,26.295
2026-08-28 19:58:00+00:00,26.315,26.325,26.315,26.315
2026-08-28 19:59:00+00:00,26.325,26.325,26.31,26.315
2026-08-31 13:30:00+00:00,26.235,26.325,26.23,26.26
2026-08-31 13:31:00+00:00,26.21,26.24,26.175,26.23
2026-08-31 13:32:00+00:00,26.185,26.215,26.185,26.21
2026-08-31 13:33:00+00:00,26.155,26.185,26.15,26.185
2026-08-31 13:34:00+00:00,26.135,26.165,26.125,26.155
2026-08-31 13:35:00+00:00,26.125,26.145,26.11,26.135
2026-08-31 13:36:00+00:00,26.155,26.16,26.13,26.13
2026-08-31 13:37:00+00:00,26.16,26.165,26.135,26.155
2026-08-31 13:38:00+00:00,26.145,26.165,26.135,26.16
2026-08-31 13:39:00+00:00,26.155,26.165,26.145,26.145
2026-08-31 13:40:00+00:00,26.145,26.165,26.135,26.155
2026-08-31 13:41:00+00:00,26.125,26.145,26.12,26.145
2026-08-31 13:42:00+00:00,26.155,26.155,26.125,26.125
2026-08-31 13:43:00+00:00,26.125,26.155,26.12,26.155
2026-08-31 13:44:00+00:00,26.085,26.135,26.085,26.125
2026-08-31 13:45:00+00:00,26.095,26.095,26.085,26.085
2026-08-31 13:46:00+00:00,26.075,26.095,26.075,26.095
2026-08-31 13:47:00+00:00,26.095,26.095,26.06,26.075
2026-08-31 13:48:00+00:00,26.105,26.105,26.095,26.095
2026-08-31 13:49:00+00:00,26.07,26.105,26.065,26.105
2026-08-31 13:50:00+00:00,26.065,26.075,26.055,26.065
2026-08-31 13:51:00+00:00,26.045,26.065,26.04,26.065
2026-08-31 13:52:00+00:00,26.045,26.055,26.045,26.045
2026-08-31 13:53:00+00:00,26.045,26.045,26.025,26.045
2026-08-31 13:54:00+00:00,26.045,26.055,26.04,26.045
2026-08-31 13:55:00+00:00,26.035,26.045,26.035,26.045
2026-08-31 13:56:00+00:00,26.045,26.045,26.035,26.035
2026-08-31 13:57:00+00:00,26.055,26.055,26.04,26.045
2026-08-31 13:58:00+00:00,26.055,26.065,26.045,26.055
2026-08-31 13:59:00+00:00,26.045,26.06,26.03,26.055
2026-08-31 14:00:00+00:00,26.045,26.055,26.025,26.045
2026-08-31 14:01:00+00:00,26.055,26.055,26.045,26.045
2026-08-31 14:02:00+00:00,26.065,26.065,26.055,26.055
2026-08-31 14:03:00+00:00,26.065,26.07,26.065,26.065
2026-08-31 14:04:00+00:00,26.065,26.065,26.06,26.065
2026-08-31 14:05:00+00:00,26.075,26.075,26.06,26.065
2026-08-31 14:06:00+00:00,26.055,26.075,26.055,26.075
2026-08-31 14:07:00+00:00,26.065,26.065,26.055,26.055
2026-08-31 14:08:00+00:00,26.075,26.075,26.065,26.065
2026-08-31 14:09:00+00:00,26.065,26.075,26.06,26.075
2026-08-31 14:10:00+00:00,26.075,26.075,26.065,26.065
2026-08-31 14:11:00+00:00,26.075,26.075,26.075,26.075
2026-08-31 14:12:00+00:00,26.085,26.085,26.07,26.075
2026-08-31 14:13:00+00:00,26.075,26.085,26.07,26.085
2026-08-31 14:14:00+00:00,26.075,26.075,26.065,26.075
2026-08-31 14:15:00+00:00,26.085,26.085,26.07,26.075
2026-08-31 14:16:00+00:00,26.095,26.095,26.085,26.085
2026-08-31 14:17:00+00:00,26.095,26.105,26.09,26.095
2026-08-31 14:18:00+00:00,26.105,26.105,26.095,26.095
2026-08-31 14:19:00+00:00,26.095,26.105,26.095,26.105
2026-08-31 14:20:00+00:00,26.075,26.095,26.075,26.095
2026-08-31 14:21:00+00:00,26.075,26.075,26.07,26.075
2026-08-31 14:22:00+00:00,26.075,26.08,26.075,26.075
2026-08-31 14:23:00+00:00,26.075,26.075,26.065,26.075
2026-08-31 14:24:00+00:00,26.085,26.085,26.075,26.075
2026-08-31 14:25:00+00:00,26.075,26.085,26.07,26.085
2026-08-31 14:26:00+00:00,26.085,26.085,26.075,26.075
2026-08-31 14:27:00+00:00,26.085,26.085,26.085,26.085
2026-08-31 14:28:00+00:00,26.095,26.095,26.085,26.085
2026-08-31 14:29:00+00:00,26.085,26.095,26.08,26.095
2026-08-31 14:30:00+00:00,26.085,26.085,26.08,26.085
2026-08-31 14:31:00+00:00,26.075,26.09,26.075,26.085
2026-08-31 14:32:00+00:00,26.065,26.075,26.06,26.075
2026-08-31 14:33:00+00:00,26.075,26.075,26.055,26.065
2026-08-31 14:34:00+00:00,26.055,26.075,26.055,26.075
2026-08-31 14:35:00+00:00,26.055,26.055,26.055,26.055
2026-08-31 14:36:00+00:00,26.065,26.065,26.055,26.06
2026-08-31 14:37:00+00:00,26.065,26.07,26.065,26.065
2026-08-31 14:38:00+00:00,26.075,26.075,26.065,26.065
2026-08-31 14:39:00+00:00,26.06,26.075,26.06,26.075
2026-08-31 14:40:00+00:00,26.055,26.065,26.05,26.065
2026-08-31 14:41:00+00:00,26.075,26.075,26.05,26.05
2026-08-31 14:42:00+00:00,26.075,26.075,26.07,26.075
2026-08-31 14:43:00+00:00,26.065,26.075,26.065,26.075
2026-08-31 14:44:00+00:00,26.065,26.065,26.065,26.065
2026-08-31 14:45:00+00:00,26.065,26.07,26.065,26.065
2026-08-31 14:46:00+00:00,26.075,26.075,26.065,26.065
2026-08-31 14:47:00+00:00,26.065,26.075,26.065,26.075
2026-08-31 14:48:00+00:00,26.065,26.075,26.065,26.065
2026-08-31 14:49:00+00:00,26.045,26.065,26.045,26.065
2026-08-31 14:50:00+00:00,26.045,26.045,26.045,26.045
2026-08-31 14:51:00+00:00,26.045,26.055,26.04,26.045
2026-08-31 14:52:00+00:00,26.035,26.045,26.035,26.045
2026-08-31 14:53:00+00:00,26.035,26.035,26.035,26.035
2026-08-31 14:54:00+00:00,26.025,26.035,26.025,26.035
2026-08-31 14:55:00+00:00,26.055,26.055,26.025,26.025
2026-08-31 14:56:00+00:00,26.055,26.055,26.055,26.055
2026-08-31 14:57:00+00:00,26.065,26.065,26.055,26.055
2026-08-31 14:58:00+00:00,26.055,26.065,26.055,26.065
2026-08-31 14:59:00+00:00,26.045,26.055,26.04,26.055
2026-08-31 15:00:00+00:00,26.055,26.065,26.045,26.045
2026-08-31 15:01:00+00:00,26.045,26.055,26.04,26.055
2026-08-31 15:02:00+00:00,26.035,26.045,26.03,26.045
2026-08-31 15:03:00+00:00,26.035,26.035,26.03,26.035
2026-08-31 15:04:00+00:00,26.035,26.045,26.035,26.035
2026-08-31 15:05:00+00:00,26.035,26.035,26.035,26.035
2026-08-31 15:06:00+00:00,26.045,26.05,26.035,26.035
2026-08-31 15:07:00+00:00,26.045,26.045,26.04,26.045
2026-08-31 15:08:00+00:00,26.035,26.045,26.035,26.045
2026-08-31 15:09:00+00:00,26.03,26.04,26.03,26.035
2026-08-31 15:10:00+00:00,26.025,26.03,26.025,26.03
2026-08-31 15:11:00+00:00,26.025,26.025,26.02,26.025
2026-08-31 15:12:00+00:00,26.025,26.025,26.015,26.02
2026-08-31 15:13:00+00:00,26.025,26.025,26.02,26.025
2026-08-31 15:14:00+00:00,26.025,26.03,26.02,26.025
